('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Aenys', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen', 'Visenya', 'Targaryen'))
('fire.txt', 'PERSON', ('Ser', 'Quenton', 'Qoherys'))
('fire.txt', 'PERSON', ('Lord', 'Qoherys'))
('fire.txt', 'PERSON', ('Lord', 'Tully'))
('fire.txt', 'PERSON', ('Lord', 'Qoherys'))
('fire.txt', 'PERSON', ('Lord', 'Tully'))
('fire.txt', 'PERSON', ('Lord', 'Gargon'))
('fire.txt', 'PERSON', ('Lord', 'Ronnel', 'Arryn'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Islands'))
('fire.txt', 'ORGANIZATION', ('Drowned', 'God'))
('fire.txt', 'ORGANIZATION', ('Red', 'Mountains'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Deria'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Harmon', 'Dondarrion'))
('fire.txt', 'PERSON', ('Maester', 'Gawen'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'PERSON', ('Lord', 'Alyn', 'Stokeworth'))
('fire.txt', 'PERSON', ('Jonos', 'Arryn'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen'))
('fire.txt', 'PERSON', ('Lord', 'Allard', 'Royce'))
('fire.txt', 'PERSON', ('Jonos', 'Arryn'))
('fire.txt', 'ORGANIZATION', ('Moon', 'Door'))
('fire.txt', 'ORGANIZATION', ('Ronnel', 'Arryn'))
('fire.txt', 'ORGANIZATION', ('Black', 'Dread'))
('fire.txt', 'PERSON', ('Lord', 'Royce'))
('fire.txt', 'ORGANIZATION', ('Moon', 'Door'))
('fire.txt', 'PERSON', ('Prince', 'Maegor'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Islands'))
('fire.txt', 'PERSON', ('Goren', 'Greyjoy'))
('fire.txt', 'PERSON', ('Lord', 'Reaper'))
('fire.txt', 'ORGANIZATION', ('Old', 'Wyk'))
('fire.txt', 'PERSON', ('Great', 'Wyk'))
('fire.txt', 'ORGANIZATION', ('Drowned', 'God'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Islands'))
('fire.txt', 'ORGANIZATION', ('Dornish', 'Marches'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Deria'))
('fire.txt', 'ORGANIZATION', ('Vulture', 'King'))
('fire.txt', 'PERSON', ('Horn', 'Hill'))
('fire.txt', 'ORGANIZATION', ('House', 'Swann'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Walter', 'Wyl'))
('fire.txt', 'PERSON', ('Orys', 'Baratheon'))
('fire.txt', 'PERSON', ('Orys', 'One-Hand'))
('fire.txt', 'PERSON', ('Walter', 'Wyl'))
('fire.txt', 'PERSON', ('Lord', 'Orys'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Walter'))
('fire.txt', 'PERSON', ('Lord', 'Baratheon'))
('fire.txt', 'PERSON', ('Lady', 'Caron'))
('fire.txt', 'PERSON', ('Harmon', 'Dondarrion'))
('fire.txt', 'PERSON', ('Lord', 'Samwell', 'Tarly'))
('fire.txt', 'PERSON', ('Horn', 'Hill'))
('fire.txt', 'PERSON', ('Savage', 'Sam'))
('fire.txt', 'ORGANIZATION', ('Vulture', 'King'))
('fire.txt', 'PERSON', ('Savage', 'Sam', 'Tarly'))
('fire.txt', 'PERSON', ('Vulture', 'King'))
('fire.txt', 'ORGANIZATION', ('Second', 'Dornish', 'War'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Deria'))
('fire.txt', 'ORGANIZATION', ('Gods', 'Eye'))
('fire.txt', 'PERSON', ('Lord', 'Alyn', 'Stokeworth'))
('fire.txt', 'PERSON', ('Bernarr', 'Brune'))
('fire.txt', 'PERSON', ('Davos', 'Baratheon'))
('fire.txt', 'PERSON', ('Samwell', 'Tarly'))
('fire.txt', 'PERSON', ('Ellyn', 'Caron'))
('fire.txt', 'PERSON', ('Allard', 'Royce'))
('fire.txt', 'PERSON', ('Goren', 'Greyjoy'))
('fire.txt', 'PERSON', ('Prince', 'Maegor'))
('fire.txt', 'PERSON', ('Maester', 'Gawen'))
('fire.txt', 'GPE', ('Prince', 'Maegor'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'PERSON', ('Prince', 'Maegor'))
('fire.txt', 'PERSON', ('Lady', 'Ceryse'))
('fire.txt', 'GPE', ('Alys', 'Harroway'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen', 'Visenya'))
('fire.txt', 'PERSON', ('Manfred', 'Hightower'))
('fire.txt', 'PERSON', ('Lady', 'Ceryse'))
('fire.txt', 'PERSON', ('Lady', 'Alys'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Alys', 'Harroway'))
('fire.txt', 'PERSON', ('Lady', 'Ceryse'))
('fire.txt', 'PERSON', ('Lady', 'Alys'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Maegor'))
('fire.txt', 'PERSON', ('Lady', 'Ceryse'))
('fire.txt', 'PERSON', ('Septon', 'Murmison'))
('fire.txt', 'PERSON', ('Lady', 'Ceryse'))
('fire.txt', 'PERSON', ('Ceryse', 'Hightower'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('High', 'Hill'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Alayne', 'Royce'))
('fire.txt', 'ORGANIZATION', ('House', 'Targaryen'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen', 'Visenya'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Prince', 'Aegon'))
('fire.txt', 'GPE', ('Prince', 'Maegor'))
('fire.txt', 'PERSON', ('Queen', 'Visenya'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaena'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Aegon'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Lord', 'Mooton'))
('fire.txt', 'PERSON', ('Lord', 'Lucas', 'Harroway'))
('fire.txt', 'PERSON', ('Black', 'Harren'))
('fire.txt', 'PERSON', ('Poor', 'Fellows'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaena'))
('fire.txt', 'PERSON', ('Septon', 'Murmison'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('High', 'Holiness'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Septon', 'Murmison'))
('fire.txt', 'PERSON', ('Poor', 'Fellows'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'ORGANIZATION', ('Queen', 'Dowager'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('Queen', 'Dowager'))
('fire.txt', 'PERSON', ('Dragon', 'Tower'))
('fire.txt', 'ORGANIZATION', ('House', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'PERSON', ('Poor', 'Fellows'))
('fire.txt', 'PERSON', ('Prince', 'Aegon'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaena'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Bank'))
('fire.txt', 'PERSON', ('Martyn', 'Hightower'))
('fire.txt', 'PERSON', ('Lord', 'Manfred'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Gawen'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen'))
('fire.txt', 'PERSON', ('Poor', 'Fellows'))
('fire.txt', 'PERSON', ('Aenys', 'Targaryen'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'PERSON', ('Prince', 'Maegor'))
('fire.txt', 'ORGANIZATION', ('House', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('First', 'Men'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Gawen'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Painted', 'Table'))
('fire.txt', 'PERSON', ('Blackwater', 'Bay'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen', 'Visenya'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Ser', 'Damon', 'Morrigen'))
('fire.txt', 'PERSON', ('Dick', 'Bean'))
('fire.txt', 'PERSON', ('Bernarr', 'Brune'))
('fire.txt', 'PERSON', ('Ser', 'Bramm'))
('fire.txt', 'PERSON', ('Ser', 'Rayford', 'Rosby'))
('fire.txt', 'PERSON', ('Ser', 'Guy', 'Lothston'))
('fire.txt', 'PERSON', ('Ser', 'Lucifer', 'Massey'))
('fire.txt', 'PERSON', ('Ser', 'Damon', 'Morrigen'))
('fire.txt', 'PERSON', ('Grand', 'Captain'))
('fire.txt', 'PERSON', ('Ser', 'Lyle', 'Bracken'))
('fire.txt', 'PERSON', ('Ser', 'Harys', 'Horpe'))
('fire.txt', 'PERSON', ('Head', 'Harry'))
('fire.txt', 'PERSON', ('Ser', 'Aegon', 'Ambrose'))
('fire.txt', 'PERSON', ('Ser', 'Dickon', 'Flowers'))
('fire.txt', 'PERSON', ('Ser', 'Willam'))
('fire.txt', 'PERSON', ('Ser', 'Garibald'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Stars'))
('fire.txt', 'ORGANIZATION', ('Queen', 'Dowager'))
('fire.txt', 'PERSON', ('Lyle', 'Bracken'))
('fire.txt', 'PERSON', ('Ser', 'Guy'))
('fire.txt', 'PERSON', ('Ser', 'Garibald'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Stars'))
('fire.txt', 'PERSON', ('Lord', 'Massey'))
('fire.txt', 'PERSON', ('Harry', 'Horpe'))
('fire.txt', 'PERSON', ('Head', 'Harry'))
('fire.txt', 'PERSON', ('Lord', 'Massey'))
('fire.txt', 'PERSON', ('Ser', 'Harys'))
('fire.txt', 'PERSON', ('Maegor', 'Targaryen'))
('fire.txt', 'PERSON', ('Ser', 'Willam'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen'))
('fire.txt', 'PERSON', ('Maegor', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'PERSON', ('Poor', 'Fellows'))
('fire.txt', 'PERSON', ('Poor', 'Fellows'))
('fire.txt', 'PERSON', ('Ser', 'Horys', 'Hill'))
('fire.txt', 'PERSON', ('Prince', 'Aegon'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaena'))
('fire.txt', 'PERSON', ('Casterly', 'Rock'))
('fire.txt', 'PERSON', ('Lord', 'Lyman', 'Lannister'))
('fire.txt', 'PERSON', ('Lady', 'Jocasta'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaena'))
('fire.txt', 'PERSON', ('Lord', 'Lyman'))
('fire.txt', 'ORGANIZATION', ('House', 'Harroway'))
('fire.txt', 'PERSON', ('Maegor', 'Targaryen'))
('fire.txt', 'PERSON', ('Lady', 'Alys'))
('fire.txt', 'PERSON', ('Queen', 'Visenya'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Alys', 'Harroway'))
('fire.txt', 'PERSON', ('Stoney', 'Sept'))
('fire.txt', 'ORGANIZATION', ('Faith', 'Militant'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Poor', 'Fellows'))
('fire.txt', 'PERSON', ('Lord', 'Meadows'))
('fire.txt', 'ORGANIZATION', ('Grassy', 'Vale'))
('fire.txt', 'PERSON', ('Ser', 'Horys'))
('fire.txt', 'ORGANIZATION', ('Great', 'Fork'))
('fire.txt', 'PERSON', ('Stoney', 'Sept'))
('fire.txt', 'PERSON', ('Rupert', 'Falwell'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Ser', 'Lyonel', 'Lorch'))
('fire.txt', 'PERSON', ('Ser', 'Alyn', 'Terrick'))
('fire.txt', 'PERSON', ('Lord', 'Tristifer', 'Wayn'))
('fire.txt', 'PERSON', ('Lord', 'Jon', 'Lychester'))
('fire.txt', 'PERSON', ('Jon', 'Hogg'))
('fire.txt', 'ORGANIZATION', ('Poor', 'Fellows'))
('fire.txt', 'PERSON', ('Poor', 'Fellows'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Queen', 'Dowager'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Myros'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen'))
('fire.txt', 'ORGANIZATION', ('House', 'Velaryon'))
('fire.txt', 'PERSON', ('Alys', 'Harroway'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('House', 'Hightower'))
('fire.txt', 'PERSON', ('Aegon', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaena'))
('fire.txt', 'ORGANIZATION', ('Casterly', 'Rock'))
('fire.txt', 'PERSON', ('Alayne', 'Royce'))
('fire.txt', 'PERSON', ('Melony', 'Piper'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaena'))
('fire.txt', 'PERSON', ('Lyman', 'Lannister'))
('fire.txt', 'ORGANIZATION', ('Casterly', 'Rock'))
('fire.txt', 'ORGANIZATION', ('Casterly', 'Rock'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaena'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaena'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Aegon'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('High', 'Hill'))
('fire.txt', 'PERSON', ('Lord', 'Lucas', 'Harroway'))
('fire.txt', 'PERSON', ('Queen', 'Alys'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Queen', 'Visenya'))
('fire.txt', 'PERSON', ('Queen', 'Alys'))
('fire.txt', 'PERSON', ('Queen', 'Tyanna'))
('fire.txt', 'PERSON', ('Poor', 'Fellows'))
('fire.txt', 'PERSON', ('Horys', 'Hill'))
('fire.txt', 'PERSON', ('Ragged', 'Silas'))
('fire.txt', 'PERSON', ('Septon', 'Moon'))
('fire.txt', 'PERSON', ('Poxy', 'Jeyne', 'Poore'))
('fire.txt', 'PERSON', ('Ser', 'Joffrey', 'Doggett'))
('fire.txt', 'ORGANIZATION', ('Red', 'Dog'))
('fire.txt', 'PERSON', ('Ser', 'Joffrey'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('High', 'Holiness'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen'))
('fire.txt', 'ORGANIZATION', ('House', 'Blanetree'))
('fire.txt', 'ORGANIZATION', ('House', 'Terrick'))
('fire.txt', 'ORGANIZATION', ('House', 'Deddings'))
('fire.txt', 'ORGANIZATION', ('House', 'Doggett'))
('fire.txt', 'PERSON', ('Ser', 'Joffrey'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Ser', 'Morgan', 'Hightower'))
('fire.txt', 'ORGANIZATION', ('High', 'Holiness'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Martyn'))
('fire.txt', 'ORGANIZATION', ('House', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('House', 'Tyrell'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen', 'Visenya'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('High', 'Holiness'))
('fire.txt', 'PERSON', ('Morgan', 'Hightower'))
('fire.txt', 'PERSON', ('Ser', 'Morgan'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Lady', 'Patrice', 'Hightower'))
('fire.txt', 'PERSON', ('Lord', 'Martyn'))
('fire.txt', 'ORGANIZATION', ('High', 'Holiness'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen', 'Visenya', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Martyn'))
('fire.txt', 'PERSON', ('Lord', 'Hightower'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'PERSON', ('Septon', 'Pater'))
('fire.txt', 'PERSON', ('Maegor', 'Targaryen'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'PERSON', ('Ser', 'Morgan', 'Hightower'))
('fire.txt', 'ORGANIZATION', ('Poor', 'Fellows'))
('fire.txt', 'ORGANIZATION', ('High', 'Holiness'))
('fire.txt', 'ORGANIZATION', ('Faith', 'Militant'))
('fire.txt', 'ORGANIZATION', ('Poor', 'Fellow'))
('fire.txt', 'PERSON', ('Queen', 'Ceryse'))
('fire.txt', 'PERSON', ('Lord', 'Hightower'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Aegon'))
('fire.txt', 'PERSON', ('Casterly', 'Rock'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Casterly', 'Rock'))
('fire.txt', 'PERSON', ('Prince', 'Aegon'))
('fire.txt', 'ORGANIZATION', ('House', 'Piper'))
('fire.txt', 'PERSON', ('Aegon', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Lords', 'Tarbeck'))
('fire.txt', 'PERSON', ('Lord', 'Corbray'))
('fire.txt', 'PERSON', ('Lyman', 'Lannister'))
('fire.txt', 'PERSON', ('Ser', 'Tyler', 'Hill'))
('fire.txt', 'ORGANIZATION', ('Casterly', 'Rock'))
('fire.txt', 'PERSON', ('Lord', 'Jon'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Queen', 'Tyanna'))
('fire.txt', 'PERSON', ('Casterly', 'Rock'))
('fire.txt', 'PERSON', ('Lord', 'Harroway'))
('fire.txt', 'PERSON', ('Riverrun', 'Lord', 'Tully'))
('fire.txt', 'PERSON', ('Davos', 'Darklyn'))
('fire.txt', 'PERSON', ('Lord', 'Peake'))
('fire.txt', 'PERSON', ('Lord', 'Merryweather'))
('fire.txt', 'PERSON', ('Lord', 'Caswell'))
('fire.txt', 'ORGANIZATION', ('Gods', 'Eye'))
('fire.txt', 'PERSON', ('Davos', 'Darklyn'))
('fire.txt', 'PERSON', ('Lords', 'Merryweather'))
('fire.txt', 'PERSON', ('Lords', 'Tully'))
('fire.txt', 'ORGANIZATION', ('Black', 'Dread'))
('fire.txt', 'ORGANIZATION', ('Black', 'Dread'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Aegon'))
('fire.txt', 'PERSON', ('Lord', 'Alyn', 'Tarbeck'))
('fire.txt', 'PERSON', ('Denys', 'Snow'))
('fire.txt', 'PERSON', ('Lord', 'Ronnel', 'Vance'))
('fire.txt', 'PERSON', ('Ser', 'Willam', 'Whistler'))
('fire.txt', 'PERSON', ('Melony', 'Piper'))
('fire.txt', 'ORGANIZATION', ('House', 'Targaryen'))
('fire.txt', 'PERSON', ('Ser', 'Davos', 'Darklyn'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Corbray'))
('fire.txt', 'PERSON', ('Lady', 'Forlorn'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'GPE', ('Prince', 'Aegon'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaena'))
('fire.txt', 'ORGANIZATION', ('Black', 'Dread'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Rhaena'))
('fire.txt', 'PERSON', ('Lady', 'Melony'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'PERSON', ('Marq', 'Farman'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Aegon'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Poor', 'Fellows'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Septon', 'Moon'))
('fire.txt', 'PERSON', ('Ser', 'Joffrey', 'Doggett'))
('fire.txt', 'ORGANIZATION', ('Red', 'Dog'))
('fire.txt', 'ORGANIZATION', ('Red', 'Dog'))
('fire.txt', 'PERSON', ('Ser', 'Morgan', 'Hightower'))
('fire.txt', 'PERSON', ('Lord', 'Peake'))
('fire.txt', 'PERSON', ('Davos', 'Darklyn'))
('fire.txt', 'PERSON', ('Blind', 'Jon', 'Hogg'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen', 'Visenya'))
('fire.txt', 'PERSON', ('Maester', 'Desmond'))
('fire.txt', 'PERSON', ('Lady', 'Alys'))
('fire.txt', 'PERSON', ('Grand', 'Maester'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Queen', 'Tyanna'))
('fire.txt', 'PERSON', ('Queen', 'Ceryse'))
('fire.txt', 'PERSON', ('Alys', 'Harroway'))
('fire.txt', 'PERSON', ('Queen', 'Ceryse'))
('fire.txt', 'PERSON', ('Queen', 'Tyanna'))
('fire.txt', 'PERSON', ('Lucas', 'Harroway'))
('fire.txt', 'PERSON', ('Queen', 'Alys'))
('fire.txt', 'PERSON', ('Lord', 'Harroway'))
('fire.txt', 'PERSON', ('Lord', 'Harroway'))
('fire.txt', 'PERSON', ('Queen', 'Alys'))
('fire.txt', 'PERSON', ('Queen', 'Alys'))
('fire.txt', 'PERSON', ('Horas', 'Harroway'))
('fire.txt', 'PERSON', ('Queen', 'Tyanna'))
('fire.txt', 'PERSON', ('Queen', 'Alys'))
('fire.txt', 'ORGANIZATION', ('House', 'Harroway'))
('fire.txt', 'ORGANIZATION', ('Gods', 'Eye'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Lucas'))
('fire.txt', 'PERSON', ('Lord', 'Harroway'))
('fire.txt', 'PERSON', ('Black', 'Harren'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Harroway'))
('fire.txt', 'PERSON', ('Walton', 'Towers'))
('fire.txt', 'PERSON', ('Ser', 'Walton'))
('fire.txt', 'PERSON', ('Lord', 'Harroway'))
('fire.txt', 'PERSON', ('Lord', 'Alton', 'Butterwell'))
('fire.txt', 'PERSON', ('Lord', 'Darnold', 'Darry'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Queen', 'Visenya'))
('fire.txt', 'ORGANIZATION', ('Queen', 'Dowager'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'PERSON', ('Dark', 'Sister'))
('fire.txt', 'PERSON', ('Prince', 'Viserys'))
('fire.txt', 'PERSON', ('Ser', 'Owen', 'Bush'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Queen', 'Ceryse'))
('fire.txt', 'PERSON', ('Ser', 'Owen'))
('fire.txt', 'PERSON', ('Ser', 'Owen'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('Faith', 'Militant'))
('fire.txt', 'PERSON', ('Queen', 'Tyanna'))
('fire.txt', 'PERSON', ('Lord', 'Edwell', 'Celtigar'))
('fire.txt', 'PERSON', ('Poor', 'Fellows'))
('fire.txt', 'PERSON', ('Poxy', 'Jeyne', 'Poore'))
('fire.txt', 'PERSON', ('Poxy', 'Jeyne'))
('fire.txt', 'PERSON', ('Poor', 'Fellows'))
('fire.txt', 'PERSON', ('Ser', 'Horys', 'Hill'))
('fire.txt', 'ORGANIZATION', ('Poor', 'Fellows'))
('fire.txt', 'ORGANIZATION', ('High', 'Lickspittle'))
('fire.txt', 'ORGANIZATION', ('Golden', 'Tooth'))
('fire.txt', 'ORGANIZATION', ('Red', 'Dog'))
('fire.txt', 'PERSON', ('Ser', 'Joffrey', 'Doggett'))
('fire.txt', 'PERSON', ('Ragged', 'Silas'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Poor', 'Fellows'))
('fire.txt', 'PERSON', ('Queen', 'Tyanna'))
('fire.txt', 'PERSON', ('Maester', 'Benifer'))
('fire.txt', 'PERSON', ('Clarisse', 'Dayne'))
('fire.txt', 'PERSON', ('Lord', 'Celtigar'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Celtigar'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'PERSON', ('Prince', 'Aegon'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'PERSON', ('Marq', 'Farman'))
('fire.txt', 'ORGANIZATION', ('Sunset', 'Sea'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Farman'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Lady', 'Jeyne'))
('fire.txt', 'ORGANIZATION', ('House', 'Westerling'))
('fire.txt', 'PERSON', ('Alyn', 'Tarbeck'))
